,GENDER,AGE,INCOME,Churn
4741,F,45,25000,0
4742,F,21,25000,0
4743,F,23,30000,0
4744,M,37,25000,0
4745,M,34,12000,0
4746,F,33,40000,0
4747,F,21,50000,0
4748,M,41,30000,0
4749,M,45,15000,0
4750,F,28,20000,0
4751,F,35,40000,0
4752,M,26,12000,0
4753,M,26,20000,0
4754,F,30,20000,0
4755,M,25,12000,0
4756,M,34,15000,0
4757,F,30,12000,0
4758,F,23,40000,0
4759,M,49,15000,0
4760,F,49,35000,0
4761,M,22,50000,0
4762,F,44,25000,0
4763,F,48,15000,0
4764,F,40,20000,0
4765,M,31,35000,0
4766,F,37,15000,0
4767,F,44,12000,0
4768,F,35,20000,0
4769,F,26,40000,0
4770,F,38,15000,0
4771,F,21,50000,0
4772,M,28,50000,0
4773,M,44,30000,0
4774,M,21,20000,0
4775,M,35,12000,0
4776,M,46,20000,0
4777,F,25,35000,0
4778,M,43,30000,0
4779,M,30,50000,0
4780,M,33,30000,0
4781,F,24,15000,0
4782,M,50,35000,0
4783,M,31,35000,0
4784,M,37,15000,0
4785,M,42,10000,0
4786,F,30,50000,0
4787,F,34,50000,0
4788,F,22,15000,0
4789,M,30,50000,0
4790,F,46,12000,0
4791,M,22,10000,0
4792,F,31,50000,0
4793,M,46,25000,0
4794,F,34,40000,0
4795,M,35,15000,0
4796,M,44,50000,0
4797,M,40,20000,0
4798,M,27,50000,0
4799,F,46,10000,0
4800,M,35,20000,0
4801,M,27,40000,0
4802,M,26,50000,0
4803,M,37,25000,0
4804,M,50,25000,0
4805,F,30,50000,0
4806,F,23,12000,0
4807,M,44,10000,0
4808,F,22,15000,0
4809,F,38,35000,0
4810,F,38,50000,0
4811,F,36,40000,0
4812,M,29,35000,0
4813,F,22,30000,0
4814,F,38,40000,0
4815,F,21,30000,0
4816,M,37,12000,0
4817,M,33,30000,0
4818,F,26,30000,0
4819,M,30,40000,0
4820,F,27,15000,0
4821,F,37,35000,0
4822,M,45,50000,0
4823,F,25,35000,0
4824,M,31,40000,0
4825,F,45,35000,0
4826,M,39,15000,0
4827,F,39,50000,0
4828,M,43,12000,0
4829,M,23,25000,0
4830,M,36,25000,0
4831,F,50,10000,0
4832,F,36,10000,0
4833,M,50,20000,0
4834,F,30,35000,0
4835,M,23,20000,0
4836,M,23,50000,0
4837,M,21,35000,0
4838,M,27,40000,0
4839,F,40,20000,0
4840,M,45,25000,0
4841,M,45,35000,0
4842,M,33,15000,0
4843,M,50,10000,0
4844,M,31,15000,0
4845,M,24,10000,0
4846,F,35,50000,0
4847,M,35,25000,0
4848,F,34,25000,0
4849,M,33,10000,0
4850,F,27,25000,0
4851,M,22,40000,0
4852,M,40,25000,0
4853,M,28,15000,0
4854,F,41,50000,0
4855,F,35,15000,0
4856,M,24,50000,0
4857,M,48,12000,0
4858,F,33,40000,0
4859,M,38,12000,0
4860,M,25,10000,0
4861,M,46,50000,0
4862,F,43,10000,0
4863,M,39,12000,0
4864,M,44,20000,0
4865,M,49,50000,0
4866,M,28,40000,0
4867,M,44,10000,0
4868,F,31,50000,0
4869,F,22,15000,0
4870,M,48,40000,0
4871,F,22,25000,0
4872,M,37,35000,0
4873,M,28,12000,0
4874,M,28,10000,0
4875,F,29,20000,0
4876,M,34,10000,0
4877,F,50,20000,0
4878,M,27,35000,0
4879,F,36,10000,0
4880,F,30,35000,0
4881,F,41,50000,0
4882,F,43,12000,0
4883,M,23,15000,0
4884,M,39,10000,0
4885,M,26,25000,0
4886,F,41,12000,0
4887,F,40,40000,0
4888,M,45,12000,0
4889,M,47,30000,0
4890,M,21,50000,0
4891,M,30,50000,0
4892,F,38,12000,0
4893,F,39,12000,0
4894,F,31,35000,0
4895,F,39,15000,0
4896,F,24,40000,0
4897,F,45,25000,0
4898,F,47,35000,0
4899,F,31,25000,0
4900,M,31,40000,0
4901,F,31,30000,0
4902,M,40,15000,0
4903,F,41,15000,0
4904,M,49,50000,0
4905,F,29,12000,0
4906,F,41,50000,0
4907,F,50,30000,0
4908,F,47,50000,0
4909,F,39,30000,0
4910,F,22,35000,0
4911,F,34,40000,0
4912,F,32,50000,0
4913,M,34,25000,0
4914,M,27,15000,0
4915,F,25,30000,0
4916,M,31,50000,0
4917,M,22,40000,0
4918,F,23,12000,0
4919,M,49,40000,0
4920,M,49,10000,0
4921,F,44,40000,0
4922,F,35,20000,0
4923,M,34,50000,0
4924,M,41,12000,0
4925,M,38,15000,0
4926,F,46,35000,0
4927,F,27,40000,0
4928,F,22,12000,0
4929,M,50,15000,0
4930,M,31,10000,0
4931,F,28,35000,0
4932,M,50,10000,0
4933,F,45,50000,0
4934,F,25,12000,0
4935,M,28,15000,0
4936,M,33,20000,0
4937,M,22,40000,0
4938,F,25,15000,0
4939,F,33,12000,0
4940,M,26,20000,0
4941,M,23,12000,0
4942,M,43,30000,0
4943,F,27,10000,0
4944,F,29,10000,0
4945,F,50,15000,0
4946,M,43,15000,0
4947,M,21,10000,0
4948,F,39,50000,0
4949,M,40,25000,0
4950,M,26,50000,0
4951,M,28,30000,0
4952,M,50,10000,0
4953,F,24,12000,0
4954,F,22,40000,0
4955,F,50,10000,0
4956,F,21,12000,0
4957,F,46,30000,0
4958,M,31,15000,0
4959,F,23,10000,0
4960,M,42,12000,0
4961,F,41,35000,0
4962,F,47,50000,0
4963,M,21,10000,0
4964,M,43,30000,0
4965,M,48,50000,0
4966,M,48,10000,0
4967,F,47,15000,0
4968,M,34,10000,0
4969,M,21,50000,0
4970,M,30,10000,0
4971,M,39,30000,0
4972,M,38,30000,0
4973,M,25,30000,0
4974,M,32,20000,0
4975,F,32,12000,0
4976,F,47,30000,0
4977,M,39,30000,0
4978,M,45,25000,0
4979,F,24,25000,0
4980,F,23,20000,0
4981,F,22,40000,0
4982,F,41,25000,0
4983,F,34,25000,0
4984,M,25,25000,0
4985,F,47,30000,0
4986,M,28,30000,0
4987,M,35,12000,0
4988,F,28,10000,0
4989,F,39,50000,0
4990,M,35,10000,0
4991,F,50,15000,0
4992,M,26,30000,0
4993,M,47,35000,0
4994,F,33,40000,0
4995,M,28,30000,0
4996,M,27,10000,0
4997,F,42,35000,0
4998,M,49,30000,0
4999,F,45,35000,0
5000,M,38,12000,0
5001,M,37,30000,0
5002,M,21,20000,0
5003,F,37,35000,0
5004,M,32,12000,0
5005,M,25,20000,0
5006,F,25,15000,0
5007,F,35,50000,0
5008,F,24,15000,0
5009,M,31,35000,0
5010,F,44,20000,0
5011,M,23,20000,0
5012,M,47,15000,0
5013,M,22,12000,0
5014,M,43,10000,0
5015,M,32,20000,0
5016,F,37,10000,0
5017,M,50,35000,0
5018,F,49,15000,0
5019,F,36,40000,0
5020,F,38,30000,0
5021,F,29,25000,0
5022,M,22,35000,0
5023,F,37,25000,0
5024,F,47,40000,0
5025,F,34,30000,0
5026,M,23,12000,0
5027,M,48,15000,0
5028,F,39,12000,0
5029,F,40,12000,0
5030,F,48,15000,0
5031,M,41,30000,0
5032,F,41,12000,0
5033,F,28,10000,0
5034,M,37,20000,0
5035,M,45,20000,0
5036,F,22,50000,0
5037,M,23,15000,0
5038,F,29,30000,0
5039,M,44,35000,0
5040,M,38,20000,0
5041,M,46,50000,0
5042,F,38,20000,0
5043,F,42,20000,0
5044,M,34,30000,0
5045,M,25,12000,0
5046,M,28,50000,0
5047,F,34,20000,0
5048,M,35,12000,0
5049,F,25,40000,0
5050,M,31,12000,0
5051,M,23,25000,0
5052,F,49,15000,0
5053,M,22,15000,0
5054,F,29,20000,0
5055,M,40,30000,0
5056,M,28,20000,0
5057,M,24,20000,0
5058,F,22,40000,0
5059,M,25,25000,0
5060,F,32,50000,0
5061,F,36,40000,0
5062,M,23,12000,0
5063,F,32,40000,0
5064,M,40,25000,0
5065,M,22,35000,0
5066,F,43,40000,0
5067,F,30,20000,0
5068,M,25,30000,0
5069,M,32,10000,0
5070,F,46,35000,0
5071,F,35,12000,0
5072,F,26,10000,0
5073,F,41,25000,0
5074,F,42,20000,0
5075,M,41,12000,0
5076,F,27,10000,0
5077,F,28,15000,0
5078,M,26,50000,0
5079,F,29,40000,0
5080,F,22,20000,0
5081,M,47,20000,0
5082,M,43,10000,0
5083,F,26,25000,0
5084,M,47,25000,0
5085,M,45,10000,0
5086,M,50,35000,0
5087,M,35,20000,0
5088,M,31,50000,0
5089,M,42,20000,0
5090,F,24,30000,0
5091,M,46,15000,0
5092,F,29,15000,0
5093,F,39,20000,0
5094,M,25,15000,0
5095,M,26,40000,0
5096,F,36,50000,0
5097,M,32,10000,0
5098,F,30,30000,0
5099,M,28,10000,0
5100,M,46,40000,0
5101,M,31,15000,0
5102,M,43,30000,0
5103,F,33,40000,0
5104,F,45,20000,0
5105,M,25,35000,0
5106,F,35,25000,0
5107,M,23,30000,0
5108,M,41,35000,0
5109,M,38,35000,0
5110,M,34,20000,0
5111,M,21,12000,0
5112,M,28,35000,0
5113,M,39,10000,0
5114,F,28,20000,0
5115,F,42,30000,0
5116,M,33,12000,0
5117,F,35,30000,0
5118,M,48,50000,0
5119,M,39,30000,0
5120,F,31,10000,0
5121,F,33,25000,0
5122,M,35,15000,0
5123,F,27,15000,0
5124,M,46,20000,0
5125,M,24,50000,0
5126,M,44,15000,0
5127,M,21,20000,0
5128,F,47,10000,0
5129,F,32,12000,0
5130,F,32,35000,0
5131,M,24,50000,0
5132,M,49,25000,0
5133,M,47,10000,0
5134,M,41,10000,0
5135,F,41,25000,0
5136,M,23,20000,0
5137,F,37,50000,0
5138,F,49,15000,0
5139,M,47,15000,0
5140,F,34,35000,0
5141,F,47,40000,0
5142,F,47,40000,0
5143,F,46,10000,0
5144,M,25,30000,0
5145,F,29,15000,0
5146,M,35,40000,0
5147,M,46,30000,0
5148,M,48,25000,0
5149,F,32,25000,0
5150,M,27,15000,0
5151,M,34,25000,0
5152,M,36,15000,0
5153,F,44,30000,0
5154,F,35,50000,0
5155,M,47,40000,0
5156,F,26,12000,0
5157,M,35,25000,0
5158,F,50,20000,0
5159,F,43,25000,0
5160,M,21,12000,0
5161,F,38,50000,0
5162,F,49,15000,0
5163,M,46,15000,0
5164,F,38,20000,0
5165,F,36,25000,0
5166,M,39,50000,0
5167,F,38,25000,0
5168,M,48,15000,0
5169,M,50,12000,0
5170,F,27,40000,0
5171,M,33,30000,0
5172,M,48,15000,0
5173,F,25,30000,0
5174,M,49,40000,0
5175,M,46,25000,0
5176,M,34,35000,0
5177,F,42,20000,0
5178,M,32,25000,0
5179,M,33,10000,0
5180,M,47,35000,0
5181,M,31,35000,0
5182,M,50,50000,0
5183,M,26,35000,0
5184,M,33,12000,0
5185,F,35,10000,0
5186,F,39,25000,0
5187,F,40,15000,0
5188,M,25,30000,0
5189,M,22,40000,0
5190,F,22,15000,0
5191,F,46,25000,0
5192,M,23,30000,0
5193,F,26,40000,0
5194,M,31,15000,0
5195,M,25,35000,0
5196,M,50,30000,0
5197,M,21,25000,0
5198,F,37,12000,0
5199,F,35,15000,0
5200,M,26,25000,0
5201,M,40,15000,0
5202,F,34,20000,0
5203,F,50,40000,0
5204,M,31,30000,0
5205,F,40,35000,0
5206,M,49,30000,0
5207,F,34,50000,0
5208,F,45,20000,0
5209,F,23,15000,0
5210,M,25,25000,0
5211,F,24,35000,0
5212,M,35,20000,0
5213,F,49,20000,0
5214,M,50,50000,0
5215,M,25,50000,0
5216,F,42,20000,0
5217,M,21,20000,0
5218,F,29,25000,0
5219,M,23,40000,0
5220,M,37,30000,0
5221,M,28,10000,0
5222,M,31,40000,0
5223,M,37,40000,0
5224,F,35,15000,0
5225,M,25,12000,0
5226,F,36,30000,0
5227,M,50,50000,0
5228,F,27,25000,0
5229,M,34,40000,0
5230,F,31,40000,0
5231,F,50,10000,0
5232,M,50,25000,0
5233,F,43,15000,0
5234,M,27,30000,0
5235,M,38,12000,0
5236,M,30,15000,0
5237,F,45,30000,0
5238,M,47,30000,0
5239,M,27,30000,0
5240,F,34,30000,0
5241,M,42,12000,0
5242,M,24,25000,0
5243,M,43,15000,0
5244,F,22,25000,0
5245,F,35,50000,0
5246,F,44,30000,0
5247,F,43,25000,0
5248,M,46,30000,0
5249,F,42,25000,0
5250,M,42,15000,0
5251,F,46,40000,0
5252,M,44,50000,0
5253,M,30,10000,0
5254,M,50,40000,0
5255,M,41,30000,0
5256,M,41,12000,0
5257,F,31,50000,0
5258,F,35,12000,0
5259,M,45,20000,0
5260,F,41,12000,0
5261,M,36,20000,0
5262,M,27,12000,0
5263,F,46,20000,0
5264,F,28,35000,0
5265,M,26,20000,0
5266,M,31,25000,0
5267,M,30,35000,0
5268,M,22,12000,0
5269,M,37,50000,0
5270,M,41,20000,0
5271,F,47,40000,0
5272,M,29,40000,0
5273,F,32,15000,0
5274,M,33,50000,0
5275,F,40,35000,0
5276,F,39,12000,0
5277,F,41,12000,0
5278,F,23,40000,0
5279,M,34,35000,0
5280,M,32,15000,0
5281,M,34,25000,0
5282,M,44,30000,0
5283,M,36,15000,0
5284,M,44,50000,0
5285,F,39,10000,0
5286,F,36,35000,0
5287,M,26,50000,0
5288,M,22,40000,0
5289,M,32,20000,0
5290,M,26,10000,0
5291,F,42,30000,0
5292,M,34,50000,0
5293,F,50,10000,0
5294,F,39,35000,0
5295,F,42,35000,0
5296,M,48,10000,0
5297,F,32,15000,0
5298,M,43,35000,0
5299,M,38,35000,0
5300,M,26,12000,0
5301,M,39,35000,0
5302,M,44,20000,0
5303,F,41,50000,0
5304,M,46,10000,0
5305,M,33,40000,0
5306,F,26,12000,0
5307,F,30,40000,0
5308,M,21,25000,0
5309,M,49,40000,0
5310,F,43,40000,0
5311,M,22,40000,0
5312,M,27,30000,0
5313,F,28,12000,0
5314,M,38,12000,0
5315,F,22,25000,0
5316,F,22,20000,0
5317,M,43,12000,0
5318,M,32,30000,0
5319,F,40,35000,0
5320,M,39,30000,0
5321,F,46,12000,0
5322,M,48,20000,0
5323,M,40,25000,0
5324,F,46,50000,0
5325,M,25,30000,0
5326,F,46,15000,0
5327,F,42,40000,0
5328,M,36,25000,0
5329,M,35,40000,0
5330,M,41,20000,0
5331,M,40,50000,0
5332,F,50,20000,0
5333,M,41,12000,0
5334,M,24,20000,0
5335,M,23,25000,0
5336,M,30,15000,0
5337,M,27,15000,0
5338,M,35,35000,0
5339,F,37,25000,0
5340,F,45,40000,0
5341,F,36,30000,0
5342,F,50,12000,0
5343,M,49,10000,0
5344,M,34,50000,0
5345,F,39,15000,0
5346,F,27,10000,0
5347,F,26,10000,0
5348,M,24,40000,0
5349,F,45,20000,0
5350,M,25,25000,0
5351,M,30,35000,0
5352,M,42,50000,0
5353,M,26,20000,0
5354,F,47,12000,0
5355,M,38,15000,0
5356,F,36,35000,0
5357,F,40,25000,0
5358,M,27,12000,0
5359,F,38,15000,0
5360,M,33,50000,0
5361,M,29,10000,0
5362,M,32,40000,0
5363,M,37,10000,0
5364,F,38,25000,0
5365,M,27,15000,0
5366,F,24,15000,0
5367,F,27,35000,0
5368,F,21,10000,0
5369,F,48,25000,0
5370,F,44,25000,0
5371,F,35,40000,0
5372,F,35,30000,0
5373,F,31,35000,0
5374,M,41,40000,0
5375,F,48,40000,0
5376,F,33,20000,0
5377,F,24,30000,0
5378,F,45,50000,0
5379,F,23,40000,0
5380,M,45,35000,0
5381,M,33,40000,0
5382,M,28,20000,0
5383,F,39,25000,0
5384,F,48,25000,0
5385,F,40,15000,0
5386,M,33,50000,0
5387,M,30,15000,0
5388,M,41,40000,0
5389,M,21,20000,0
5390,M,50,15000,0
5391,F,44,30000,0
5392,F,26,10000,0
5393,M,24,50000,0
5394,M,37,30000,0
5395,M,36,35000,0
5396,M,40,35000,0
5397,F,26,35000,0
5398,F,48,30000,0
5399,M,23,25000,0
5400,M,44,12000,0
5401,F,35,25000,0
5402,F,45,25000,0
5403,F,23,10000,0
5404,F,28,40000,0
5405,F,34,30000,0
5406,F,35,15000,0
5407,M,22,15000,0
5408,M,39,20000,0
5409,M,34,30000,0
5410,F,33,10000,0
5411,M,21,50000,0
5412,M,42,40000,0
5413,M,40,15000,0
5414,M,29,30000,0
5415,M,44,30000,0
5416,M,42,10000,0
5417,M,35,25000,0
5418,F,41,50000,0
5419,M,32,15000,0
5420,F,37,20000,0
5421,M,42,50000,0
5422,F,43,30000,0
5423,F,48,12000,0
5424,F,41,30000,0
5425,F,33,50000,0
5426,F,22,10000,0
5427,F,39,30000,0
5428,F,38,40000,0
5429,M,37,40000,0
5430,M,30,15000,0
5431,M,37,25000,0
5432,F,42,15000,0
5433,M,36,50000,0
5434,M,21,40000,0
5435,F,38,40000,0
5436,M,36,50000,0
5437,F,34,25000,0
5438,M,47,25000,0
5439,F,31,30000,0
5440,M,35,15000,0
5441,M,37,40000,0
5442,M,24,10000,0
5443,M,29,15000,0
5444,F,38,30000,0
5445,M,27,35000,0
5446,F,30,50000,0
5447,M,26,35000,0
5448,M,30,30000,0
5449,F,26,35000,0
5450,M,36,12000,0
5451,M,48,30000,0
5452,M,33,40000,0
5453,M,42,10000,0
5454,F,47,20000,0
5455,M,33,35000,0
5456,F,43,35000,0
5457,M,37,40000,0
5458,M,24,50000,0
5459,F,50,35000,0
5460,M,29,35000,0
5461,M,42,12000,0
5462,F,32,40000,0
5463,F,25,30000,0
5464,M,44,40000,0
5465,F,30,25000,0
5466,M,22,15000,0
5467,F,36,40000,0
5468,M,28,20000,0
5469,F,49,12000,0
5470,M,48,15000,0
5471,F,27,12000,0
5472,F,27,15000,0
5473,F,22,25000,0
5474,F,35,20000,0
5475,F,25,12000,0
5476,F,47,50000,0
5477,M,42,35000,0
5478,M,49,35000,0
5479,F,34,50000,0
5480,M,24,25000,0
5481,F,47,10000,0
5482,M,22,25000,0
5483,F,21,50000,0
5484,M,29,15000,0
5485,F,31,30000,0
5486,M,40,40000,0
5487,F,44,12000,0
5488,M,43,12000,0
5489,F,46,30000,0
5490,M,31,12000,0
5491,F,36,15000,0
5492,M,35,40000,0
5493,F,34,50000,0
5494,F,44,10000,0
5495,F,29,15000,0
5496,F,24,35000,0
5497,F,26,20000,0
5498,M,27,30000,0
5499,M,29,25000,0
5500,F,28,10000,0
5501,F,46,12000,0
5502,F,24,50000,0
5503,M,34,12000,0
5504,F,21,40000,0
5505,M,45,10000,0
5506,F,24,30000,0
5507,M,35,30000,0
5508,M,27,10000,0
5509,M,36,40000,0
5510,F,35,20000,0
5511,F,29,30000,0
5512,F,26,40000,0
5513,F,37,20000,0
5514,M,31,10000,0
5515,M,41,12000,0
5516,M,31,20000,0
5517,F,27,40000,0
5518,M,37,20000,0
5519,M,43,20000,0
5520,M,49,25000,0
5521,M,43,12000,0
5522,M,32,12000,0
5523,F,23,10000,0
5524,M,23,30000,0
5525,M,49,20000,0
5526,F,39,40000,0
5527,M,22,10000,0
5528,F,26,30000,0
5529,M,39,35000,0
5530,M,23,30000,0
5531,M,31,35000,0
5532,M,30,50000,0
5533,F,33,30000,0
5534,M,34,40000,0
5535,M,26,20000,0
5536,M,42,12000,0
5537,F,41,30000,0
5538,F,28,10000,0
5539,F,23,30000,0
5540,M,35,12000,0
5541,M,43,30000,0
5542,M,22,15000,0
5543,F,31,40000,0
5544,F,33,50000,0
5545,F,41,50000,0
5546,F,38,35000,0
5547,M,24,30000,0
5548,F,30,50000,0
5549,F,24,12000,0
5550,F,42,15000,0
5551,F,35,10000,0
5552,M,21,12000,0
5553,F,47,30000,0
5554,M,38,15000,0
5555,F,48,25000,0
5556,M,21,40000,0
5557,F,32,25000,0
5558,M,27,30000,0
5559,F,30,35000,0
5560,M,26,25000,0
5561,F,30,10000,0
5562,F,38,25000,0
5563,F,38,20000,0
5564,M,28,50000,0
5565,M,38,40000,0
5566,M,50,20000,0
5567,M,34,40000,0
5568,F,43,12000,0
5569,M,50,25000,0
5570,M,22,10000,0
5571,F,25,12000,0
5572,F,42,15000,0
5573,F,46,20000,0
5574,F,37,20000,0
5575,F,45,15000,0
5576,F,25,20000,0
5577,F,33,30000,0
5578,M,49,50000,0
5579,M,49,10000,0
5580,F,25,20000,0
5581,F,46,15000,0
5582,F,40,10000,0
5583,M,48,25000,0
5584,F,42,25000,0
5585,M,26,25000,0
5586,F,31,25000,0
5587,F,29,30000,0
5588,M,38,35000,0
5589,M,40,10000,0
5590,F,35,12000,0
5591,M,21,50000,0
5592,M,44,35000,0
5593,F,50,15000,0
5594,F,28,40000,0
5595,F,37,40000,0
5596,F,49,35000,0
5597,F,44,15000,0
5598,F,38,30000,0
5599,F,21,30000,0
5600,F,46,20000,0
5601,M,39,12000,0
5602,M,22,30000,0
5603,M,33,35000,0
5604,F,42,25000,0
5605,F,21,10000,0
5606,M,33,15000,0
5607,F,35,15000,0
5608,F,26,12000,0
5609,M,27,15000,0
5610,F,21,40000,0
5611,F,42,15000,0
5612,F,43,50000,0
5613,F,30,50000,0
5614,F,27,30000,0
5615,F,36,20000,0
5616,M,27,20000,0
5617,F,30,10000,0
5618,M,21,30000,0
5619,M,34,35000,0
5620,M,43,40000,0
5621,F,38,30000,0
5622,M,26,50000,0
5623,F,38,35000,0
5624,M,30,25000,0
5625,F,43,40000,0
5626,F,24,12000,0
5627,F,31,10000,0
5628,F,48,40000,0
5629,M,41,20000,0
5630,F,32,35000,0
5631,F,43,12000,0
5632,F,32,35000,0
5633,F,50,25000,0
5634,M,28,20000,0
5635,M,36,50000,0
5636,M,27,40000,0
5637,M,42,12000,0
5638,F,41,12000,0
5639,F,38,20000,0
5640,F,48,40000,0
5641,F,29,20000,0
5642,M,27,50000,0
5643,F,32,35000,0
5644,M,27,25000,0
5645,F,33,20000,0
5646,F,40,15000,0
5647,M,24,12000,0
5648,F,38,25000,0
5649,F,36,15000,0
5650,F,43,10000,0
5651,F,31,40000,0
5652,F,24,25000,0
5653,F,26,40000,0
5654,M,40,10000,0
5655,M,34,12000,0
5656,M,46,25000,0
5657,M,46,25000,0
5658,F,27,40000,0
5659,M,28,50000,0
5660,F,46,30000,0
5661,M,32,25000,0
5662,M,37,10000,0
5663,M,34,20000,0
5664,M,21,15000,0
5665,M,21,20000,0
5666,M,33,12000,0
5667,M,25,35000,0
5668,F,40,15000,0
5669,F,44,35000,0
5670,F,35,30000,0
5671,F,36,25000,0
5672,M,33,10000,0
5673,M,44,30000,0
5674,F,38,30000,0
5675,M,25,20000,0
5676,F,46,30000,0
5677,M,45,50000,0
5678,M,32,12000,0
5679,F,40,35000,0
5680,M,21,10000,0
5681,F,33,50000,0
5682,F,40,25000,0
5683,M,46,20000,0
5684,M,28,20000,0
5685,F,25,10000,0
5686,M,22,10000,0
5687,F,28,50000,0
5688,F,23,30000,0
5689,M,21,15000,0
5690,F,38,40000,0
5691,F,34,10000,0
5692,M,37,50000,0
5693,M,49,35000,0
5694,F,50,30000,0
5695,M,27,10000,0
5696,M,38,10000,0
5697,M,22,35000,0
5698,M,50,50000,0
5699,F,48,15000,0
5700,M,40,35000,0
5701,M,27,35000,0
5702,M,40,35000,0
5703,F,31,25000,0
5704,F,34,10000,0
5705,M,33,25000,0
5706,F,31,35000,0
5707,F,33,20000,0
5708,F,43,30000,0
5709,F,39,35000,0
5710,F,26,15000,0
5711,M,26,40000,0
5712,F,28,40000,0
5713,F,42,10000,0
5714,F,50,15000,0
5715,F,39,20000,0
5716,F,44,12000,0
5717,M,31,15000,0
5718,F,44,10000,0
5719,F,45,35000,0
5720,F,22,10000,0
5721,F,23,12000,0
5722,M,29,20000,0
5723,F,29,15000,0
5724,M,28,10000,0
5725,F,42,15000,0
5726,F,23,20000,0
5727,M,27,15000,0
5728,M,24,12000,0
5729,F,37,50000,0
5730,F,38,15000,0
5731,M,32,10000,0
5732,M,31,25000,0
5733,M,27,15000,0
5734,M,27,40000,0
5735,M,27,30000,0
5736,M,28,20000,0
5737,M,45,12000,0
5738,M,46,50000,0
5739,M,49,10000,0
5740,F,30,20000,0
5741,F,32,25000,0
5742,F,31,50000,0
5743,M,50,50000,0
5744,F,30,40000,0
5745,M,24,35000,0
5746,M,41,30000,0
5747,F,37,50000,0
5748,F,29,35000,0
5749,F,49,12000,0
5750,F,29,40000,0
5751,F,24,40000,0
5752,F,28,25000,0
5753,M,37,40000,0
5754,F,45,10000,0
5755,F,40,35000,0
5756,M,27,12000,0
5757,F,43,25000,0
5758,M,27,10000,0
5759,F,30,12000,0
5760,F,37,30000,0
5761,M,35,20000,0
5762,F,44,30000,0
5763,F,44,15000,0
5764,F,26,20000,0
5765,M,42,10000,0
5766,F,33,30000,0
5767,M,24,20000,0
5768,F,27,40000,0
5769,M,40,15000,0
5770,M,49,12000,0
5771,M,24,35000,0
5772,M,29,35000,0
5773,F,32,15000,0
5774,M,40,20000,0
5775,F,49,35000,0
5776,F,39,30000,0
5777,M,27,35000,0
5778,F,50,10000,0
5779,F,32,20000,0
5780,M,39,40000,0
5781,M,45,15000,0
5782,M,48,15000,0
5783,F,34,12000,0
5784,M,49,40000,0
5785,F,22,35000,0
5786,F,34,40000,0
5787,M,41,40000,0
5788,F,35,15000,0
5789,M,33,30000,0
5790,F,44,50000,0
5791,M,50,30000,0
5792,M,38,25000,0
5793,M,35,10000,0
5794,M,49,30000,0
5795,M,34,35000,0
5796,M,24,30000,0
5797,M,29,20000,0
5798,F,40,10000,0
5799,F,29,25000,0
5800,F,25,15000,0
5801,M,34,35000,0
5802,M,30,50000,0
5803,M,32,20000,0
5804,M,42,15000,0
5805,F,35,20000,0
5806,F,34,50000,0
5807,M,50,20000,0
5808,F,31,20000,0
5809,M,32,12000,0
5810,M,25,15000,0
5811,F,35,10000,0
5812,M,24,20000,0
5813,M,34,15000,0
5814,F,47,20000,0
5815,M,42,20000,0
5816,M,47,15000,0
5817,M,38,35000,0
5818,M,34,10000,0
5819,M,37,20000,0
5820,M,40,35000,0
5821,F,41,10000,0
5822,F,28,20000,0
5823,F,50,20000,0
5824,F,43,15000,0
5825,F,43,10000,0
5826,M,37,15000,0
5827,F,43,50000,0
5828,M,46,12000,0
5829,M,37,10000,0
5830,M,46,10000,0
5831,F,48,12000,0
5832,F,38,50000,0
5833,F,43,12000,0
5834,M,47,15000,0
5835,F,39,12000,0
5836,M,46,12000,0
5837,F,35,12000,0
5838,M,38,30000,0
5839,F,41,40000,0
5840,F,50,15000,0
5841,M,36,20000,0
5842,M,46,25000,0
5843,M,27,30000,0
5844,F,28,35000,0
5845,M,34,20000,0
5846,F,34,35000,0
5847,F,34,35000,0
5848,F,25,20000,0
5849,M,40,50000,0
5850,M,48,15000,0
5851,F,38,50000,0
5852,M,26,30000,0
5853,F,40,20000,0
5854,F,35,50000,0
5855,F,34,20000,0
5856,M,49,15000,0
5857,F,34,30000,0
5858,M,27,50000,0
5859,F,38,30000,0
5860,M,39,15000,0
5861,F,50,10000,0
5862,M,32,15000,0
5863,M,44,50000,0
5864,F,43,25000,0
5865,M,37,35000,0
5866,F,39,10000,0
5867,M,30,12000,0
5868,F,25,40000,0
5869,M,38,40000,0
5870,M,26,25000,0
5871,M,40,10000,0
5872,F,24,35000,0
5873,F,36,25000,0
5874,M,23,30000,0
5875,F,35,25000,0
5876,M,25,25000,0
5877,M,27,40000,0
5878,F,28,35000,0
5879,M,38,35000,0
5880,M,36,12000,0
5881,F,29,12000,0
5882,M,38,25000,0
5883,M,49,10000,0
5884,M,36,25000,0
5885,F,49,50000,0
5886,M,24,40000,0
5887,M,38,20000,0
5888,M,21,25000,0
5889,M,26,12000,0
5890,F,31,40000,0
5891,F,35,40000,0
5892,F,37,50000,0
5893,F,32,10000,0
5894,F,49,15000,0
5895,M,34,35000,0
5896,M,45,50000,0
5897,F,40,35000,0
5898,M,27,35000,0
5899,M,38,10000,0
5900,M,46,25000,0
5901,F,49,25000,0
5902,F,35,15000,0
5903,F,21,12000,0
5904,F,22,35000,0
5905,F,46,12000,0
